session,task,da,believes_is_better_than_partner_A_yes,believes_is_better_than_partner_A_no,believes_is_better_than_partner_B_yes,believes_is_better_than_partner_B_no,bored_with_game_A_yes,bored_with_game_A_no,bored_with_game_B_yes,bored_with_game_B_no,difficult_for_partner_to_speak_A_yes,difficult_for_partner_to_speak_A_no,difficult_for_partner_to_speak_B_yes,difficult_for_partner_to_speak_B_no,directs_the_conversation_A_yes,directs_the_conversation_A_no,directs_the_conversation_B_yes,directs_the_conversation_B_no,contributes_to_successful_completion_A_yes,contributes_to_successful_completion_A_no,contributes_to_successful_completion_B_yes,contributes_to_successful_completion_B_no,frustrated_with_partner_A_yes,frustrated_with_partner_A_no,frustrated_with_partner_B_yes,frustrated_with_partner_B_no,frustrated_with_game_A_yes,frustrated_with_game_A_no,frustrated_with_game_B_yes,frustrated_with_game_B_no,engaged_in_game_A_yes,engaged_in_game_A_no,engaged_in_game_B_yes,engaged_in_game_B_no,gives_encouragement_A_yes,gives_encouragement_A_no,gives_encouragement_B_yes,gives_encouragement_B_no,making_self_clear_A_yes,making_self_clear_A_no,making_self_clear_B_yes,making_self_clear_B_no,planning_what_to_say_A_yes,planning_what_to_say_A_no,planning_what_to_say_B_yes,planning_what_to_say_B_no,polite_A_yes,polite_A_no,polite_B_yes,polite_B_no,dislikes_partner_A_yes,dislikes_partner_A_no,dislikes_partner_B_yes,dislikes_partner_B_no,trying_to_be_liked_A_yes,trying_to_be_liked_A_no,trying_to_be_liked_B_yes,trying_to_be_liked_B_no,trying_to_dominate_A_yes,trying_to_dominate_A_no,trying_to_dominate_B_yes,trying_to_dominate_B_no,conversation_awkward_yes,conversation_awkward_no,flow_naturally_yes,flow_naturally_no,hard_time_understanding_each_other_yes,hard_time_understanding_each_other_no,like_more_A,like_more_B,rather_have_as_a_partner_A,rather_have_as_a_partner_B,directing_the_conversation_A,directing_the_conversation_B,dominates_the_conversation_A,dominates_the_conversation_B,likes_the_other_person_more_A,likes_the_other_person_more_B,acting_superior_A,acting_superior_B,more_polite_A,more_polite_B,more_frustrated_A,more_frustrated_B
5,14,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- qy O % % O I- I- I- I- qy O na na O I- I- qy O I- % O I- % % O b I- I- I- I- I- ^h I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b sd",1,4,1,4,3,2,1,4,0,5,1,4,0,5,5,0,0,5,5,0,2,3,4,1,3,2,2,3,1,4,4,1,2,3,3,2,3,2,5,0,2,3,4,1,5,0,5,0,0,5,0,5,2,3,3,2,0,5,3,2,2,3,2,3,4,1,2,3,1,4,0,5,0,5,2,3,1,4,2,3,2,3
6,1,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- sd sd",2,3,0,5,0,5,3,2,1,4,1,4,5,0,0,5,5,0,0,5,1,4,1,4,1,4,2,3,4,1,2,3,4,1,1,4,4,1,1,4,1,4,0,5,5,0,5,0,1,4,1,4,2,3,1,4,2,3,1,4,2,3,4,1,0,5,4,1,5,0,5,0,5,0,4,1,5,0,2,3,4,1
6,2,"sd I- fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- ^h I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd sd",1,4,0,5,1,4,3,2,1,4,0,5,5,0,0,5,5,0,1,4,0,5,1,4,0,5,1,4,5,0,1,4,2,3,0,5,5,0,0,5,5,0,0,5,5,0,2,3,0,5,1,4,5,0,1,4,1,4,0,5,3,2,3,2,3,2,5,0,5,0,5,0,5,0,5,0,5,0,0,5,3,2
6,3,"sd I- fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- sd I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd I- I- I- ^h I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O b b O I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b sd",1,4,0,5,0,5,4,1,0,5,0,5,5,0,0,5,5,0,1,4,1,4,1,4,1,4,1,4,5,0,2,3,3,2,1,4,5,0,1,4,4,1,1,4,5,0,4,1,0,5,1,4,4,1,2,3,2,3,0,5,3,2,3,2,1,4,5,0,4,1,5,0,5,0,5,0,5,0,2,3,4,1
6,4,"sd I- fo_o_fw_""_by_bc I- I- I- I- sd I- sd I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- ^h ^h I- I- I- sd I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd I- I- I- I- I- ad I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O I- ny ny O I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O bk sd I- I- I- I- I- % O I- I- br % O sd % O I- I- I- I- I- I- sd sd O I- ft b O I- I- I- I- I- I- I- sv I- I- sd qy O ny I- aa I- I- I- I- I- I- ad I- I- I- I- I- I- I- I- I- I- qy O ny ny O I- qy O bk I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd",1,4,4,1,1,4,5,0,0,5,0,5,4,1,1,4,2,3,3,2,2,3,4,1,2,3,2,3,4,1,0,5,4,1,2,3,3,2,5,0,1,4,3,2,4,1,2,3,1,4,4,1,3,2,0,5,2,3,0,5,4,1,1,4,4,1,4,1,3,2,4,1,4,1,5,0,1,4,0,5,1,4
6,5,"sd I- I- fo_o_fw_""_by_bc fo_o_fw_""_by_bc O fo_o_fw_""_by_bc I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- % O I- % % O sd % O aa b I- I- I- I- I- I- I- I- I- I- sd sd I- I- % I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- % I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- I- I- I- I- I- O b b O I- sd O I- I- I- O I- % O I- % % O I- % O I- % % O I- sd sd O b sd O I- I- sd sd O b I- I- I- I- I- I- % % O I- I- I- sd sd O I- aa I- % O I- I- % O I- % O I- I- I- sd I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b b O b % O O b % O b sd O I- I- ^h ^h O I- % b O I- I- sd sd",1,4,1,4,1,4,1,4,0,5,0,5,0,5,5,0,5,0,3,2,0,5,2,3,0,5,3,2,5,0,4,1,5,0,3,2,5,0,3,2,2,3,3,2,5,0,4,1,0,5,1,4,2,3,1,4,0,5,1,4,2,3,1,4,2,3,5,0,5,0,0,5,0,5,3,2,3,2,2,3,1,4
6,6,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- sd sd O I- I- b % O I- I- I- I- sv sv % O ba % O b I- I- I- I- I- I- I- I- I- sd I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- O I- I- b O I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- sd sd O I- b O I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- I- % I- I- % O I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- ^h O I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy^d qw O I- sd sd O I- b^m b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b b O I- % O I- I- % O I- I- I- I- I- I- I- I- sd O I- % b O I- % O b b O I- % O I- % O I- % O I- % b O I- % O I- % O I- sd % O I- I- I- I- I- I- I- I- I- I- I- I- O I- I- sd b b O b b O I- I- I- I- sd % I- I- I- I- I- I- ad ad O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- % O I- I- I- I- I- % O b b O I- I- I- sd O b b b O I- I- sd b I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % O b b O b sd",2,3,2,3,1,4,1,4,1,4,1,4,0,5,5,0,5,0,3,2,1,4,1,4,0,5,1,4,4,1,4,1,4,1,3,2,5,0,1,4,4,1,2,3,5,0,4,1,1,4,0,5,1,4,3,2,1,4,4,1,4,1,0,5,1,4,4,1,4,1,0,5,0,5,3,2,1,4,1,4,3,2
6,7,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- sd sd sd O I- % % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- sd sd O b b O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- sd I- I- sd I- I- I- I- I- sd I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- ^2 I- % O I- I- O I- I- O I- % O I- I- % O I- I- O I- % O I- I- sd O I- % O sd % O I- I- aa b O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd",1,4,0,5,1,4,2,3,0,5,1,4,0,5,4,1,5,0,4,1,0,5,0,5,0,5,0,5,4,1,5,0,5,0,4,1,4,1,4,1,3,2,3,2,5,0,5,0,0,5,0,5,3,2,3,2,0,5,3,2,1,4,4,1,0,5,4,1,3,2,0,5,0,5,0,5,2,3,1,4,4,1
6,8,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- sd sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % % O b I- I- I- I- sd sd O b I- I- I- I- ad I- I- sd sd sd O I- b % O I- I- I- I- I- ad I- I- I- I- I- I- I- I- O I- % O I- % O sd sd O I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- % I- I- I- I- I- I- O I- % O I- I- % b O I- I- sd O I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % O I- I- I- I- I- I- sd % I- I- I- I- I- I- I- I- I- sd I- I- sd O aa I- I- I- I- % O sd sd O I- I- I- I- I- I- I- I- I- I- sd % O b I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- ad ad O I- I- b^m b^m O b I- I- I- % I- I- sd sd sd O I- I- I- I- I- sd sd O b I- % I- % I- I- I- I- I- sd sd O b % O I- I- I- I- I- ad I- I- I- I- I- I- I- I- I- I- I- I- sd sd O aa aa I- aa b O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd sd sd O b b I- I- I- I- I- qw I- I- qw I- I- I- I- I- % I- I- I- I- I- qy O % % O I- I- qy qy qw O I- I- I- I- I- I- sd sd sd sd I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qw qw qw O I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % I- I- I- I- sd sd O b sd",1,4,1,4,0,5,2,3,0,5,0,5,1,4,4,1,5,0,2,3,4,1,0,5,0,5,3,2,5,0,3,2,4,1,2,3,5,0,1,4,3,2,1,4,5,0,4,1,1,4,1,4,3,2,2,3,0,5,2,3,5,0,1,4,3,2,5,0,4,1,2,3,1,4,3,2,3,2,2,3,1,4
6,9,"sd I- fo_o_fw_""_by_bc I- I- I- I- sd sd sd I- I- I- I- I- I- I- I- sd sd sd O b b O I- I- b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd qy^d I- sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- ^h sd",2,3,0,5,1,4,4,1,0,5,0,5,4,1,0,5,4,1,3,2,1,4,3,2,1,4,1,4,5,0,2,3,3,2,1,4,4,1,3,2,4,1,0,5,5,0,3,2,1,4,2,3,0,5,0,5,1,4,0,5,2,3,3,2,0,5,5,0,4,1,5,0,5,0,2,3,4,1,1,4,4,1
6,10,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- sd I- I- I- I- I- I- sd I- I- % I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- sd sd sd O ar I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- O I- I- I- sd O I- I- % % O I- I- % I- I- I- I- I- I- I- I- I- % O I- sd sd O I- I- I- O I- % O I- I- % O I- I- I- I- sd O I- % O I- % O I- I- I- I- I- I- sd O I- I- I- I- I- % I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- sd sd O b sd O I- I- I- I- I- sd I- I- I- I- I- I- I- sd O I- aa aa O I- I- I- I- I- I- I- I- % % O I- I- I- I- % I- I- I- I- I- I- I- I- O I- I- % O % % sd",1,4,0,5,0,5,0,5,1,4,0,5,0,5,5,0,5,0,4,1,1,4,0,5,1,4,0,5,5,0,5,0,4,1,4,1,5,0,4,1,4,1,2,3,5,0,4,1,0,5,0,5,3,2,3,2,0,5,1,4,1,4,4,1,1,4,3,2,4,1,0,5,0,5,2,3,2,3,3,2,3,2
6,11,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- ^h I- I- I- ^h I- I- I- I- I- % I- I- sd I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd",1,4,1,4,1,4,1,4,0,5,0,5,5,0,0,5,4,1,5,0,1,4,1,4,0,5,1,4,4,1,4,1,4,1,2,3,4,1,4,1,4,1,1,4,5,0,4,1,1,4,2,3,2,3,1,4,1,4,0,5,2,3,2,3,1,4,3,2,4,1,5,0,5,0,4,1,3,2,2,3,0,5
6,12,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- sd sd sd O b b sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- sd I- I- I- I- I- I- I- sd sd sd O I- b b O I- % I- I- I- I- I- I- I- I- sd sd O I- I- I- % O I- % O fa I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- I- I- I- O b b O I- I- I- I- sd sd O I- I- % I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- sd sd O I- % O I- % O I- I- % % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- sd sd O b b O b I- I- I- I- I- I- qy^d sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd sd O I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- sd sd O I- b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd O b b b O I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- sd sd % O b b O I- I- I- I- sd % I- I- I- I- sv sd",4,1,0,5,2,3,0,5,1,4,1,4,1,4,5,0,4,1,5,0,4,1,0,5,1,4,0,5,3,2,5,0,5,0,5,0,5,0,5,0,2,3,4,1,4,1,5,0,1,4,0,5,1,4,4,1,0,5,1,4,2,3,3,2,0,5,2,3,2,3,0,5,0,5,1,4,3,2,4,1,2,3
6,13,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- fo_o_fw_""_by_bc O I- fo_o_fw_""_by_bc O I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- ^h I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd",1,4,1,4,0,5,2,3,0,5,0,5,5,0,0,5,5,0,1,4,0,5,0,5,0,5,2,3,5,0,2,3,3,2,2,3,5,0,3,2,3,2,1,4,5,0,5,0,0,5,1,4,3,2,1,4,4,1,0,5,2,3,3,2,1,4,5,0,5,0,5,0,5,0,5,0,5,0,1,4,1,4
6,14,sd I- I- I- I- sd sd O I- I- b^m b^m O I- I- I- I- I- I- % I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- % I- I- I- I- I- I- I- I- O b I- I- % O I- % % O I- % O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b b O I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b b O I- I- I- sd sd O I- b b O I- b I- I- I- sv sd,2,3,0,5,1,4,0,5,0,5,1,4,1,4,4,1,5,0,4,1,3,2,1,4,0,5,3,2,5,0,5,0,4,1,4,1,5,0,4,1,3,2,5,0,4,1,5,0,1,4,1,4,3,2,3,2,0,5,1,4,2,3,5,0,0,5,5,0,5,0,1,4,0,5,2,3,3,2,4,1,2,3
7,1,sd I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd I- sd I- I- I- I- sd O b b O I- I- sd I- % I- b I- sd sd O b I- I- I- I- I- I- sd I- % O I- I- % O I- sd O % % O I- sd O % % O I- % O I- I- I- sd O I- % % O I- I- I- O b b O sd I- I- I- I- I- I- I- sd sd O b b sd,0,5,3,2,1,4,2,3,3,2,0,5,5,0,0,5,5,0,5,0,1,4,2,3,2,3,1,4,5,0,3,2,5,0,4,1,3,2,5,0,1,4,4,1,3,2,4,1,1,4,2,3,3,2,1,4,3,2,0,5,1,4,5,0,1,4,1,4,1,4,5,0,5,0,3,2,3,2,4,1,4,1
7,2,sd I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd O I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd,0,5,0,5,0,5,1,4,1,4,0,5,5,0,0,5,5,0,5,0,0,5,0,5,0,5,0,5,5,0,4,1,3,2,3,2,5,0,4,1,4,1,1,4,5,0,5,0,0,5,0,5,5,0,2,3,1,4,0,5,0,5,5,0,0,5,4,1,4,1,5,0,5,0,3,2,5,0,2,3,1,4
7,3,O I- I- I- I- I- O I- I- b O I- I- I- I- I- I- I- sd sd sd O I- b b O I- I- I- I- I- I- I- I- sd O I- b b O I- I- I- sd I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd O I- b b O sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- O I- % % O I- I- I- I- sd % O ny % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O sd % O I- I- I- I- I- I- sd O nn I- I- I- sd sd O I- I- I- I- I- I- qy O I- % % O I- I- O I- I- % O I- % O I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- O b b O I- I- I- I- sd I- I- I- I- I- I- sd I- sd O b b O I- I- % I- I- I- % I- I- I- % I- % I- I- % O b b O I- I- sd O I- % O I- I- I- sd O I- I- I- I- sd I- I- I- I- I- I- qy qy O nn nn O I- I- I- I- I- qy nn b O I- I- I- I- % I- I- sd I- I- I- I- I- sd sd O b O,1,4,1,4,1,4,2,3,1,4,0,5,5,0,1,4,4,1,5,0,0,5,1,4,1,4,1,4,4,1,4,1,3,2,3,2,4,1,5,0,1,4,4,1,5,0,5,0,1,4,1,4,1,4,0,5,1,4,0,5,2,3,3,2,1,4,2,3,2,3,5,0,5,0,4,1,1,4,4,1,3,2
7,4,sd I- I- I- I- I- I- ^h I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd sd sd I- I- % O I- I- I- I- I- I- % O I- I- I- I- I- I- sd O bk b O I- sd I- I- I- I- I- I- I- I- I- I- I- sd I- sd sd sd sd O b b O I- I- % O I- % I- I- b O I- I- I- I- I- I- I- sd I- I- % O O b b O I- I- I- I- qy O I- ny ny O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- qy qy qy O I- b I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy I- qy O ny b O I- I- I- I- I- I- I- qy qy O I- nn I- I- I- I- I- I- I- I- I- I- sd I- I- I- % I- I- I- I- I- I- I- I- I- sd I- I- sd O bk bk O I- I- I- I- I- I- I- sd % O bk I- I- I- I- % O I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O I- % b b b O I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd sd O b I- % O I- I- % O I- I- I- sd sd O I- I- sd sd I- I- I- I- sd sd O bk bk % O I- b b O I- I- I- I- I- I- I- I- % I- I- I- I- I- I- sd sd O b b O I- I- % O I- I- O I- I- I- I- % O I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd sd O b sd,1,4,1,4,0,5,0,5,1,4,0,5,4,1,1,4,4,1,5,0,0,5,2,3,1,4,1,4,5,0,5,0,4,1,2,3,3,2,5,0,4,1,3,2,5,0,5,0,0,5,1,4,3,2,1,4,2,3,0,5,1,4,4,1,3,2,1,4,2,3,4,1,4,1,4,1,3,2,1,4,1,4
